id	sentiment	review
"4155_10",	1,	"stunning episode fine series television excellence best story takes place beautifully filmed black white almost film noir style deep shadows stark images story two men fall love want spoil rare presentation homosexuals faced america written superb tom pettit directed great jeannot szwarc move lives love tragedy taking sensitive issue makes episode stunning emotions torn edge characters chills ran spine end played bob dylan gorgeous ah much older m younger sung byrds one goes far past way stars beautiful"
"8880_3",	0,	"movie o k could much better spooky moments aren enough make ever want see movie scenes could fast forward miss anything biggest flaw predictable reason rated low watchable expect anything great"
"9569_9",	1,	"understand chinese took hong kong infamous cat hong kong movies kind disappeared least amazing movie one knew rough crime drama going first cat ve purchased made recently wasn sure expect cambodian hit man goes hong kong knock wife judge also lawyer turns judge made arrangements hit man divorcing judge threatening take money known within first ten minutes nothing given away hit cops locate hit man pretty fast trying arrest several police officers civilians killed eludes police race catch guy escapes back cambodia movie never stops hardly gives viewer chance catch breath yes violent intense many cops killed hit man proves hard track take locate along way hit man trying hide dump finds women raped mistreated man helps saves guy persuades hit man take along escape loved movie like roller coaster keeps moving moving high speed one incident leads another police times bad worse hit man acting exceptionally good location filming photography time breathtaking let movie even incredible ending ending pretty much unbelievable also fitting end action violence yes violence brutal times nonsense crime drama knock socks dog eat dog definitely needs widespread release including r release sure great movie highly recommended"
"1510_8",	1,	"yes horror anthology film lot fun although film clearly horror stories light spirit even occasionally laughs isn bad thing sometimes horror films bit stuffy overly serious four stories pretty good one better movies style seen unifying theme connects story house four different stories involve people either rent home investigate happened tenants first segment starred denholm elliott horror writer writer block change scenery rent house almost immediately elliott block vanishes works steadily tale serial killer amazingly soon block vanishes begins actually see fictional character psychotic killer appears disappears making seem losing mind might best stories nice twist ending makes story come alive second bad probably weakest peter cushing plays bachelor pining girl friend died time ago though picture looked amazingly contemporary enters chamber horrors wax museum town sees wax figure reminds lost lady fascinated scared later friend joss ackland visits sees figure entranced leads ending frankly bit letdown christopher lee stars incredibly harsh stern father pathetic little girl segment lee seemed like idiot end understand demeanor though slow one ended well fourth segment silliest meant parody genre jon pertwee third doctor dr television series temperamental actor known portrayals dracula however nothing right film according fit pique stomps set find better props vampire film actually pretty interesting played role seemed like natural christopher lee played dracula vampires bazillion times give take enjoyed pertwee line basically said lee recent incarnations dracula crap compared bela lugosi perhaps lee didn take part despite silly moments entertaining fun possibly good better first segment considering film started ended well excellent acting writing hard like film"
"1782_4",	0,	"charming boy mother move middle nowhere town cats death soon follow sums ll admit little freaked cats seeing movie seriousness spite numerous things wrong film believe plenty go around overall enjoyable viewing experience characters like caricatures basis instincts rely fear greed pride lust anger seems motivate people although argued seeming failing actuality serves telling story supernatural premise fact stephen king screenplay anything specific mr king quite nicely supported interesting fx work makeup quite suitable music absolute gem film without doubt alice krige plays mary brady otherworldly mother king manages take simple story outsider people little different okay lot case trying fit twists campy top little horror gem collection horror fan"
"8352_1",	0,	"rented movie falls genres romance western grand canyon scenery thrown re expecting typical wholesome romantic western forget movie pure trash romance young girl even gone puberty middle aged man child also lusted leering men sickening peter fonda portrayed virtuous trying resist attraction brooke shields character mostly one pursues relationship tries shoo first eventually gives drive happy loving couple revolting see movie could appeal anyone except pedophiles"
"5983_8",	1,	"first saw film teenager time heavy metal ruled world trick treat every element movie rocks cast features skippy family ties gene simmons kiss ozzy osbourne preacher go wrong backwards evil messages played vinyl yes thats right use records movie one scene eddie skippy listening message evil rockstar record player things begin get scary monsters start come speakers stereo becomes possessed teenager tried playing records backwards hoping would happen mine almost years later trick treat still one time favorite movies"
"11232_1",	0,	"sad even though shot film think stinks little bit flicks like blood lake nothing music play funniest stuff ve ever heard like brother sister movie try hard sound sarcastic re saying stuff like friends going jealous hey whats killer wearing mask beginning thats retarded practically ignored second half favorite part movie sound effect use killer using axe exact sound every chop"
"796_3",	0,	"somewhat dull made tv movie premiered tbs cable station antonio janine run around chasing killer computer virus trivia buffs noted debuting weekend real life melissa virus also made debut e mail inboxes across world"
"1150_10",	1,	"warning possible spoilers really keep reading ahhh many reasons become utterly addicted spoof gem won room list opening credits set playful scene kitsch late cartoon stills enchanting peres prez prado mambo theme appears curiously uncredited grunts unmistakable one else familiar cast names including kathy najimi full year hit sister acts plus teri hatcher tv superman every scene imbued shallow injustices flung various actors actresses producers daytime tv peeking behind careers people excuse old fashioned delicious farce robert harling penned riotous spoof plays like issue mad magazine feels like gift us audience cliched characters bit dim everyone drizzling high jealousy especially celeste talbert sally field show perennial award winning lead nicknamed america sweetheart daytime emmies like awards opening introduce us celeste show sun also sets vain fears contrary celeste wins overjoyed always genuine thrill adam watch won well nguh reason adam absence soon becomes justification entire plot re instantly trip celeste neuroses cries screeches wrings hands though rest movie dresser tawnee kathy najimi constantly waddling celeste unseen celeste fog paranoia indulges taste tammy faye baker tawnee fact specifically hired rosie schwartz whoopi goldberg seen head writer show celeste excellent support networks years celeste freaks rosie offers write show six months ll say maggie went visit dalai lama celeste doubts thought dalai lama moved la well lama fernando lamas come skewering line must rather affronting still living beefcake actor lorenzo lamas son aforementioned fernando lamas d remember economics teacher ben stein ferris bueller day deadeningly calls roll bueller bueller bueller take secret pleasure seeing nitwit writer well hidden member cast include garry marshall real life mr happy days brother penny gets paid million make command decisions sun also sets says definitely likes peppy cheap carrie fisher betsy faye sharon bitch geoffrey anderson kevin kline yummy spoon way dinner theater actor rescued hell david seaton barnes robert downey jr brought back show canned years earlier course presents logical challenges current scriptwriters character rod randall supposed decapitated years ago somehow work logical difficulties geoffrey anderson steps choo choo celeste get worse trick going across washington bridge longer helps first hands shake tries put mascara soon degenerates stalker unfortunately cannot get rid geoffrey anderson easily geoffrey promised development one man play hamlet means hold producer promise m going back florida argues geoffrey try playing willie loman front bunch old farts eating meatloaf indeed seeing geoffrey dinner theater lifestyle amongst hocking accidents hilarious back florida willie loman fat suit room geoffrey anderson used chafe called stage mr loman forced splat whatever cockroaches crawled across tv shoe use pliers instead broken analog channel changer find yummy surgeon dating laurie craven show new ingenue leaving beautiful elizabeth shue laurie rounds amazing ensemble cast fantastic job know stereotypes well course course true love never run smoothly montana moorehead cathy moriarty getting impatient waiting star rise getting desperate publicity plots finally succeed celeste settle nerves kill tawnee first producer get mr fuzzy ll watch second half utterly lovable farcically malicious riot ll really see believe short sighted geoffrey reads lines without glasses live teleprompter stitches stomach heaving laughter tears pouring face feel free demand money back video rental soapdish unmissable gem need see often movie deliver amply many hilarious lines well crafted humor almost writing draw blazing saddles uproarious apoplexy value although otherwise dissimilar watch weep happy source anyone video addiction"
"11268_1",	0,	"hoping film going least watchable plot weak say least expecting lot considering cast line wonder include cvs least didn pay rent best part film definitely dani behr rest film complete utter pants"
"10064_10",	1,	"king masks beautifully told story pits familial gender preference towards males human preference love companionship set china time floods meet wang elderly street performer whose talents magical capture awe witness famous operatic performer sees befriends wang invites wang join troupe however learn wang family tradition allows pass secrets son learning wang childless wang encouraged find heir magic lost forever taking advice heart wang purchases year old fulfill legacy would teach new son doggie ancient art silk masks soon wang discovers fact doggie threatens rare dying art together wang doggie create bond experience range emotions invariably accompany story absorbing setting serene costuming simple summarily international award winning art film help move inspire"
"6666_4",	0,	"really wanted like film story ridicules want spoil film worry right begin know something bad going happen example sloppy film put together cowboy twig ride ridge cowboy handle bar mustache cowboy twig get shoot race half way ridge cowboy clean shaven rest film sometime gun fight ride mountain cowboy time shave dark back horse fair acting four main characters solid"
"11471_7",	1,	"big fan cinema verite saw movie heard interesting honestly say interesting indeed two lead actors awesome film isn ever boring concept behind though obviously inspired columbine killings home movies killers really interesting weaknesses final minutes really detracts realism seen first hour ending really doesn make sense shaky camera sometimes distraction cinema verite given still think movie well done director ben coccio deserves credit"
"9343_1",	0,	"begin review film soon recognized worst film time worst director time film could develop cult following bad good analytical approach criticizing film seems pointless part band wagon syndrome let bash freely without worry backlash every human earth people like film like flaws d cite film universal poor quality goes without saying sixteen years alcohol without competition title worst film sink pretty low acquire title keep hold believe film could go distance imdb doesn allow enough words cite films failures much easier site elements sixteen years alcohol right unfortunately moments glory far buried shadows film poorness task worth pursuing impressions thought knew getting warned drink several cups coffee sitting watch one wish suggestion cups vodka despite low expectations sixteen years alcohol failed entertain even make fun bad movie level bad obnoxiously bad though jobson intentionally tried make film poetical yawn went overkill shoved poetry throats making profound funny supposedly jobson sincerely tried make good movie even viewing sixteen years alcohol promotional literature trouble believing jobson sincerity pointless obnoxious till end several grin chuckle moments m sure none intentional spiced film elements prevented turning dvd bad good enough believe serious movie moments keep turning nothing definitely film watch group bad movie connoisseurs get running commentary going would ve significantly improved experience bad mike myers commentating cod scottish accent runs turn whole piece sludge comic farce ok dare ma man pass annuder gliss dat wiskey"
"1142_3",	0,	"ve fouled beaten submission harsh statements femme fatale guns n gals movies comes another breed disappointing rediscoveries ninja movies many ve seen let tell aren cracked usually stick point among others suffers originality ninja got preventing nuclear holocaust russia isn supposed martial arts movie plenty gunfire sound like incredible action movie blood number one reason love death waste hard earned cash lady singing see tank top answers important questions found ninja mission martial arts section video store even nonsense ninja fun try checking godfrey ho movies put trans world get deserve promise recommended hardcore ninja addicts"
"6403_3",	0,	"level wit comedy operates barely even reaching feature length till need glasses collection mostly dirty jokes many short believe realize supposed punchline example santa claus gag others long believe realize needed much time set punchline example students awards gag nearly directed without artistry get wrong every jokes actually manages funny iron phone one probably favorite also wonderful full frontal nudity proves yet female body especially natural form best thing planet comedic male nudity well agree others intentionally stupid title song actually pretty damn catchy none reasons enough give film anything"
"5440_2",	0,	"huge lynn peterson fan ever since breakthrough role blockbuster movie far north even though loved one film slow plays francis far away strongest role lynn m sure know plays critical role driver unfortunately lynn amazing performance m afraid movie doesn really much going oh wait one thing amazing creativity editing remove profanity tv viewers memorable lines like son gun son witch shoot well forget o k bye p anyone know get another lynn peterson poster"
"8697_7",	1,	"often laugh loud funny play sex family classes beverly hills milks laughs zip code seen since days granny jed clampett plot centers two chauffers ve bet one bed employer single soon single ladies quite sexy bisset woronov first manuel wins friend pay debt violent asian street gang loses must play bottom man friend lots raunchy dialogue fairly sick physical humour etc lot comedy beneath surface bartel memorable sensual oder member family ends taking sexy teenaged niece year long missionary trip africa hilarious fun"
"8459_3",	0,	"interesting camera work story much potential never comes together anything student graduate thesis film school two primary reasons fist single likable character even villain might admire chutzpah secondly acting awful even veteran willem dafoe ham plentiful feel like re picnic one wretched company employee picnics drink much cheap beer get hangover even stop drinking eat underdone hotdog throw right m little rough young director might still go places said camera work quite good feel cheated blurb film suggests get watch modern western dvd packaging pictures suggest well nobody actually connected film making seems know kind film re supposed making betrayal hurts even without fact remains like characters feel embarrassed actors story hopelessly muddled last analysis care took dvd player half way rental store wouldn give money back really hurts"
"6520_7",	1,	"original demille movie made frederic march good film indeed hollywood love remakes brings us fairly interesting movie starring yul brynner course brilliant almost always seemed movies charlton heston andrew jackson stroke genius however movie tend get little long places move pace version still fun movie seen least"
"9952_8",	1,	"watching movie thought movie great flashpoint watching movie flashpoint last jenna jameson brad armstrong movie previously watched far sexual scenes concerned disappointed thought sexual scenes dreamquest great flashpoint sexual scenes disappointed except asia carrera sexual scene sexual scene movie doesn make feel great know mean great jenna jameson doesn kind sexual scenes capable felecia stephanie swift lovely girls disappoint well far sexual scenes concerned although adult movie aside sexual scenes factor movie good typical adult movie standards concerned movie definitely raised standards adult movies story acting direction sets makeups technical stuff movie really great actors movie done really good acting done great job dreamquest definitely raised bar quality adult movies"
"8605_10",	1,	"jeanette macdonald nelson eddy star modern musical showcases macdonald comic abilities surreal musical seem making fun fashions even current vogue eye popping costumes sets yes b w add surreal dreamlike quality entire film several good songs enliven film twinkle eye number total highlight including fun jitterbug number macdonald binnie barnes also huge cast edward everett horton reginal owen mona maris douglas dumbrille anne jeffreys also seen extended bit parts esther dale almira sessions grace hayle gertrude hoffman rafaela ottiano odette myrtile cecil cunningham many others great fun nice see wonderful macdonald jitterbug vamp routines could"
"10531_10",	1,	"love movie friend marcus browsing local hastings urge rent something never seen stumbled across fine film idea going turned spectacular thumbs liked film shot actors funny looking funny movie also makes think highly suggest quickly run local video store find movie would tell favorite parts might ruin film won movie definitely top list good movies really think nothing bouncy"
"11736_9",	1,	"familiar cassandra peterson alter ego elvira good place start elvira mistress dark starts heroine gravity defying boobs receiving message seems great aunt died needs present reading anxious raise money show wants open las vegas decides go hopes getting lots lots money unfortunately place go town fallwell massachusetts stay spell due car breaking finds great aunt left things house dog cookbook town residents mixed reactions teens like women hate men lust although trying remain moral pillars community worst problem turns great uncle vincent w morgan sheppard wants cookbook seems cookbook book spells make powerful warlock film actually pretty funny peterson k elvira using endowments sexiness joke forget tomorrow re showing head two things mean thing two heads especially funny edie mcclurg chastity pariah woman works hardest keep town line ends looking ridiculous picnic scene perfect example deserves peek film boobs course"
"2614_1",	0,	"sequel actually remake disney live action remake dalmations cruella devil glenn close released prison cured obsession fur psychologist named dr pavlov ugh cure broken cruella hears toll big ben goes mad quest make perfect coat dalmation hides movie bad many levels starting fact thanksgiving family schlock movie designed suck every last available dime disney marketing machine glenn close acts cruella put movie lame script endless makeup getting baked cake end hope gave extremely large paycheck speaking world going find fur coat factory bakery rube goldberg assembly line candlelight restaurant located within building climax film course real stars movie supposed dogs serve macaulay culkin movie pulling stupid home alone gags villains biting crotch running hands luggage carts squirting icing etc etc etc ad nauseum admit dogs fairly good actors much better humans gerard depardieu completely wasted movie freaked french furrier two human dog lovers rehashed earlier film different actors completely boring spaghetti dinner italian restaurant movie cuts back forth two lovers dogs home watching dinner scene lady tramp thought oh please go half expected humans satire lady tramp dinner scene charlie sheen hot shots part deux spaghetti strand kiss pushing meatball nose etc get started annoying parrot eric idle voice costumes nominated oscar costumes movie good good thing movie rest unbearable dreck"
"2382_1",	0,	"movies like plan bad charm like waterworld inexplicable draw car accident like desperate living hate admit love cowgirls none redemptions cast assembled enough talent make almost plot watchable ve told book enjoyable could movie intolerably bad begin seems director brought together cast names tie bring somethings tell best kevin costner imitations open book random start shooting whatever page making sure keep wide expanses america interesting way finally give editing job brother law meat packing plant laid twenty years cutting experience movie defines basement bad isn even good bad"
"7168_10",	1,	"m serious truly one fantastic films ever pleasure watching wonderful rarely good book turn movie good possible better novel based perhaps case lord rings trainspotting rare occurrence indeed think fact louis sachar involved beginning helped masses film sticks close story takes even film many elements make unique original story good mix fun humour mature edge brilliant actors adults kids alike actors know bring story life deliver lines enthusiasm style without going overboard sometimes happen kids movies breathtaking scenery doesn matter real cgi setting masterpiece especially love image holes birds eye view talented director breathes life book turns technicolour genius transitions time work well capture steady climax book leading twists throughout film louis sachar guy reading book nonstop start finish couldn put makes sure script sticks book new bits added make even better speaking script one liners smart funny unpatronising also parts make smile make cry tug heartstrings make love story beautiful soundtrack song film haven fallen something considering m supposed punk rocker songs link story well add extra jazz overall style film re going buy film recommend buy soundtrack especially centres around story contains chorus book work people made holes way m fan plugging favourite film giving review deserves haven seen instant go"
"9060_1",	0,	"channel surfing caught logo one watch horribly bad moments like roadhouse without joy writing atrocious completely inane acting throw mouth bad low budget abyss epic tossed never seen mean main characters go ski retreat rented house house well ordinary big deal choose show houseguests pouring like sistine chapel m sorry watching guys stare every x boring room futon gushing lame guess didn learn anything bad news bears breaking training see hotel room check scene wow toilet yaayyyyy buy top anything goes routine smells like looks like well know rest avoid like plague edit apparently close minded reviewers believe since disliked movie obvious hater assume means phobic course true decided wacky crazy thing judge movie based actual content film mere presence e refreshing see sure may refreshing see doesn equate great movie give better material work tighter direction fact applaud effort frankly d rather go listen kitchens distinction catalogue watch"
"1777_10",	1,	"first saw romeo division last spring first reaction brilliant however future viewings provided much masterful film making picture singular voice echo throughout annuls film history opening montage provides splendid palette helmer jp sarro uses establish art canvas entertainment sarro truly uses camera paintbrush brings us along ride envelops audience tremendous action movie goes beyond traditional format become accustomed dives deeply dark themes betrayal revenge importance companionship movie director dream core however sarro alone epic undertaking writing provided scribe tim sheridan breathtaking dialogue precise direct gave actors presence charisma screen specifically speaking final scene warning spoilers spoilers vanessa reveals one coalition villain time written dark tone one chilling endings ever seen sheridan next robert towne final note obvious production small feat therefore much praise must given producer scott shipley seems creativity genius walk next jerry bruckheimer never witnessed production grand much attention directed every little detail producers job one hardest movie shipley makes look easy film combines creative writing stunning production masterful direction art film best ending film arrives thing desired romeo division groundbreaking masterpiece importantly romeo division indeed art"
"5466_1",	0,	"looks creators class nuke em high wanted become cult film ends old high school b movie tackier satire feels totally overshadowed extremely steretyped characters un funny even turkey"
"10533_10",	1,	"totally agree nothing fantastic film ve laughed much watching film ages david hewlett andrew miller fantastic really work well together film may appeal people really say without spoiling loved highly recommend directing great shots clever looks though may lot fun filming although really main characters film awful lot props actors manage pull make film enjoyable watch"
"5198_3",	0,	"isn worst movie ve ever seen really recall ve seen worse one thought would aircraft accident investigation really soap opera bad one overplayed conflict card extreme first hour seems like shouting match implausible scenes thrown possible spoiler minute memorial scene requisite black umbrellas rain fictitious crash victims lame thought would never end avoid one costs unless revel conflict"
"4784_2",	0,	"beautiful attracts excellent idea ruined bad selection actors main character loser woman friend friend upset viewers apart first episode become boring boring first considers illogical behavior one normal would behave way main character behaves represents typical halmark way endear viewers reduced amount intelligence scenario casting director destroy question halmark producers cat main character wonderful main character behaves according friend selfish"
"11761_1",	0,	"complete drivel unfortunate manifestation hypocritical toxic culture decade ago movie pedestrian regrets slavery go hand hand colonialist subtexts annoying redhead feeding shaka rice forget historical reality didn western slaves comes west africa american slaver easily capturing shaka handful men finally david hasslehoff could obnoxious one ponder would fared miniseries promptly impaled likely miniseries superb unfortunate dh gotten hands something unique made mundane tend think hand creating fiasco"
"292_10",	1,	"okay first got movie christmas present free first movie meant stereoscopic d part whenever main character car movie falls flat d hard film car second story isn good lot things wrong third showing deaths beginning film made movie suck whenever going get killed watch good laugh waste time buying download something cheap"
"5240_1",	0,	"soon hits screen destroys intelligent life forms around behalf producers must say doesn fall known movie category deserves brand new denomination neurological drama saddens depresses every single neuron inside person brain closest thing one ever get stroke without actually suffering one drives speechless members go numb mouth falls open remains strange symptom get wishing go blind deaf small feat sort movie word comes mind finished ordeal outrage"
"3088_8",	1,	"unfortunately stumbled onto show late lifetime caught episodes three cancelled abc loved characters storyline great actors fan sex city saw two characters recognized bridget moynahan character todd smith jared well jay hernandez carlito way rise power erika christensen swimfan enjoy watching young actors get due felt like show would propel career along hope least gets put back dvd maybe wb pick second season sometime meantime m viewing abc website beginning"
"4032_4",	0,	"never heard one turned cable tv typical late sci fi sober depressing little paranoid despite equally typical inclusion romantic couple film pretty much put across documentary style perhaps cheap way leaving lot exposition narration excuse insert much stock footage humanly possibly unmistakably extremely low budget venture uninteresting apocalypse via renegade missile angle later utilized far greater aplomb dr strangelove fail safe mercifully short film single minded approach subject matter results good deal unintentional laughter particularly scenes involving imminent childbirth gang clueless juvenile delinquents"
"2399_7",	1,	"hit south southwest sxsw film festival austin last year features fine cast headed e r gloria reuben scenery chewing john glover though shot small budget nyc film looks sounds fabulous takes us behind scenes whirl rehearsal mounting actors call scottish play reference word macbeth thought bring play ancient curse acting company exhibits emotions play lust jealousy rage suspicion bit fun well games begin accomplished actor replaced lead role well known pretty face tv soap opera scene order draw bigger crowds green eyed monster takes drama unfolds nicely fine soundtrack good performances around dvd includes director commentary deleted scenes well"
"11259_1",	0,	"gave film understand ettore scola one greater directors italian cinema made film like stupid ridiculous stories people involved movie unsubstantial boring interesting long boring things save movie giancarlo giannini vittorio gasmann hope scola change radically themes style next film"
"8437_3",	0,	"big fan david mamet films plays especially first film house games also starred joe mantegna expecting great things film instead found annoyed film superficiality lack credibility racial slurs thrown without feeling meaning behind hopes setting racial tension never materialized identity totally reevaluated men become heroes apparent reason oaths taken cop lead character adamantly refuses perform one relatively small action would harm one could possibly save lives yet performs another action violent illegal still refuses minor action addition highly unbelievable subplot involving man killed family introduced sake plot point advertised skywriting cop reaction occurrence stretch credulity way beyond reasonable limits needless say expecting another exciting thriller david mamet extremely disappointed say least"
"1864_1",	0,	"may critic think movie well watched movie cinemax first say much hate storyline mean come snowman scare besides little kids secondly pretty gory bet since movie low budget probably used ketchup critical vote bomb nice try sequel suck twice much"
"5107_1",	0,	"uk edition show rather less extravagant us version person concerned get new kitchen perhaps bedroom bathroom wonderfully grateful got us version show everything reality tv shouldn instead making improvements house occupants could afford entire house gets rebuilt know show trying show lousy welfare system exists us beg hard enough receive rather vulgar product placement takes place particularly sears also uncalled rsther turning one family deprived area potential millionaires would far better help community whole instead spending hundreds thousands dollars one home build something whole community perhaps place diy power tools borrowed returned along building materials everyone benefit want giving one person cause enormous resentment among rest local community still live run houses"
"8157_4",	0,	"hello mary lou prom night ii starts hamilton high school prom mary lou maloney lisa schrage cheating date bill nordham steve atkinson bud cooper robert lewis bill finds devastated meanwhile mary lou announced prom queen takes stage accept award bill still hurting decides play practical joke mary lou throws firecracker stage still lit fuse catches mary lou dress setting fire within seconds mary lou toast years later hamilton high soon hold annual prom night bill micheal ironside principal teenage son named craig justin louis dating vicki carpenter wendy lyon planning going prom together bud richard monette priest terrible night years ago still haunt bill bud one day vicki looking around schools basement discovers large trunk opens turns bad move vengeful spirit mary lou set free intent claiming crown prom queen spare time sets avenge untimely death first jess browning beth gondek whose death put suicide mary lou begins posses vicki body night prom draws nearer disposing competition shape kelly hennenlotter terri hawkes tries fix prom wins mary lou vicki body crowned hamilton high prom queen allows mary lou come back dead make unexpected appearance really liven party absolutely connection original prom night directed bruce pittman thought hello mary lou prom night ii wasn particularly good film script ron oliver concentrates supernatural elements rather cheap teen slasher themes whether good bad decision depend expectations suppose personally found different elements didn really gel work well together whole film far slow really enjoyable opening sequence mary lou dies one else killed half hour mark film plods along another half hour vicki finally possessed film finally picks momentum climax evil mary lou kills whole one person prom supposedly defeated come horror film fans expect clich d killer dead ready sequel ending didn expect hight body count five throughout entire film none particularly graphic although like way monica beverley hendry beverly hendry tried hide shower room locker mary lou crushed resulting poor monica blood oozing supernatural side hello mary lou prom night ii depicted vicki lots hallucinations first hour mary lou controlling objects latter stages including couple creepy shots rocking horse comes life blackboard scene quite good well turns water zombie hands drag vicki slasher side hello mary lou prom night ii isn outstanding like mary lou churns obligatory one liners made good villain even didn get kill enough people oh yes get running homages various horror film director almost character sharing last names one obviously adds nothing film nice little touch suppose acting ok normally dependable micheal ironside looks lost uninterested almost asking ll ever work forget gore someone hanged stabbing crucifix happens screen someone impaled neon light computer goes crazy electrocutes someones face mary lou bursts vicki body first rotting zombie quite cool scene full frontal nudity shots girls shower well thing give credit hello mary lou prom night ii ok watch reasonable production values throughout generally well made overall disappointed hello mary lou prom night ii slow ultimately uneventful maintain interest nearly minutes m sure whether deserves star rating ll give nothing specifically wrong suppose ve sat much worse films didn really anything m afraid"
"2681_3",	0,	"good story film done properly would quite interesting hell ending film fact point scenes zip quick felt part film emotionally feeling detached understanding storyline performances cast questionable believable miss conclusion somewhere film guess wait sequel"
"11724_8",	1,	"elvira cassandra peterson host cheap horror show finds dead aunt left stuff elvira goes england pick hoping money horror elvira finds aunt left house dog cookbook elvira decides settle house anyways striking dark looks stunning features able live peace neighbours turning whole town elvira outrageous attitude looks everyone better watch elvira fire really enjoyed movie really fun watch get elvira adventures great whole movie puts halloween mood sure silly jokes cheap pleasure watch would give elvira mistress dark"
"12397_8",	1,	"first time see second renaissance may look boring look least twice definitely watch part change view matrix human people ones started war ai bad thing"
"4680_10",	1,	"terrfic film slightyly slow start give chance start cooking story builds interest complexity characters storyline subvert expectation cliche right moments superb new york city locations gritty real fantastic antidote commercial imperatives sex city fact entire film antidote hbo hollywood notion new york city sex relationships rare film treats characters honestly compassionately loved great cast notable performances steve buscemi rosario dawson love interest forgot name"
"1889_10",	1,	"family watched arthur bach stumble stammer since movie first came lines memorized watched two weeks ago still get tickled simple humor view life dudley moore portrays liza minelli wonderful job side kick though m biggest fan movie makes enjoy watching movies favorite scene arthur visiting fianc e house conversation butler susan father side spitting line butler would care wait library followed arthur reply yes would bathroom question newmail notification computer arthur truly funny stuff"
"2511_4",	0,	"director fred schepisi roxanne directs well intentioned inferior comedy albert einstein matthau trying hook scientific niece ryan ordinary guy tim robbins order get relax enjoy life get ryan like robbins einstein tries make robbins look like brilliant scientist idea cute film falls flat corny situations silly dialogue tim robbins meg ryan terrific supporting cast best keep silly comedy afloat unable rescue film unfortunate much talent went producing lackluster movie would recommend anybody unless huge fans meg ryan"
"9170_1",	0,	"question one sees movie bad necessarily movie bad get made even see awful first place learned experience learned rules horror movies catalogued satirized countless times last ten years doesn mean someone won go ahead make movie uses without shred humor irony movie described loosely based video game script problems black character may always die first asian character always know kung fu may proud figured matrix effect budget doesn necessarily mean use ad nausea ron howard brother guarantee choice roles whenever scene doesn edit together use footage video game one notice cousin rap metal band offers write movie theme free politely decline zombie movies people killing zombies re zombies killing people preferably gruesome way possible makes scary white people pay get rave deserve die find old book tell everything need know anything else figure two lines someone asks bare breasts horror movie panacea helicopter boom shot licensing deal sega magically transforms movie student film major studio release try name drop three living dead movies make george romero even paul w anderson ve seen worse movies ve seen mortal kombat annihilation"
"2592_10",	1,	"used watch either hbo showtime cinemax one summer mid parents subscribed channels came across several times various parts always found dark bizarre fascinating young early teens years later discovered great arliss howard blown away big bad love bought dvd wilder napalm re watched girlfriend first time many years absolutely loved really impressed affected many dynamic fluid complexities cleverness within camera movements cinematography perfectly gel intelligent intense immediate chemistry three leads story music actors well truly cinematic love arliss howard subtle intensity ambivalent strength hidden intelligence m big fan anything interplay debra winger manic glee course married magic charming reality goes past camera wonder watch wedding anniversaries big bad love next stop anyone seen brilliant dennis quaid full clown make sneakily introduced angled hidden displayed shot selection full bloomed delivery kind pure dark movie magic see often quaid always sinister quality anyways huge slit mouth span hiding behind flicker eyes lying wait unleash either mischievous charm diabolical weirdness howard quaid insane fire behind eyes pull wonderful intense internal gunslinger square offs darkly cool fashion fact whole film darkly cool energy hip intensity really fantastic film put together intelligence imagination agility chemistry parties involved really cannot imagine got funded looks pretty expensive conventional imagination less system thank god films like slip system every awhile great way day glo bright carnival colors hip intelligence darkly warped truthful humor enthralling chemistry reminds one favorite films time grosse pointe blank compliment book"
"2493_1",	0,	"truly dreadful film know initially kiwi effort soon started realize characters speaking hardly disguised kiwi accents fake american ones need set n america anyway could set nz actors could used normal voices surely someone production team could hear dreadful attempts speaking american accents bad bad film surprised lasted long make seemed like poor attempt segal willis type action man flick total waste money taxpayer money piece trash would leading revolution money put back treasury still reeling get pun reeling absolute garbage seen continue watch well movie fanatic cant help"
"1587_2",	0,	"maybe television brutal one day maybe big brother first step direction stephen richard bachmann king described end point enough spend much words talking serious background topic movie exactly producers hoped choosing material th day matter primitive film provokes discussion topic serves producers publicity let taken social criticism suggested plot summary alibi make possible produce speculative violent movie video sale cinema didn read book dare criticising stephen king without read saw film thought couldn make terrible film good book typical set music minor actors arnold schwarzenegger finds policeman running away killers within cruel tv show audience cheering together predator definitely schwarzenegger stupid movie stars"
"6244_8",	1,	"every country working film industry sane maybe insane artist make movies completely understand re part country guess hundstage movie see lowest level austria society dirty disturbed weird hateful still enough money afford tuned cars big houses definitely lot strange things maybe seems normal re whole life normal human viewpoint easily follow movie disgusted fascinated watch fine piece austria art movies live know people see characters hundstage tumor society society going insane day day creating rules nobody else understand cave social system within see people sitting park standing opposite street corner queuing line maybe meet em bar disco may visit maybe even work job living next house start hate without exactly knowing ll try get away cannot maybe ll end like seems normal re whole life life isn bright though austria one richest countries world beautiful people also ugly lot hard working persons trying best also riding back others destroying everything folk austria built far pessimistic movie"
"5971_3",	0,	"talked watching movie friend blubbered cute story yuck want two hours back could done many productive things time like instance twiddling thumbs see nothing redeeming film save eye candy aspect generous"
"2301_10",	1,	"really incredible film though isn popular extremely touching almost life altering least definitely worth seeing buying added favorite movie list number one touching movie people see man moon ll incredible favorite movie saw today d recommend anyone long re somewhat mature really try feel characters emotions ll never get true meaning value movie really incredible watch ll alter way people look life worth seeing"
